treatment,wp,n_circles,seed,strategy,init,selection_scheme,archive_mode,repair,final_best,final_gap,total_evals,total_generations,evals_to_1e-02,evals_to_1e-03,evals_to_1e-05
B+plus,WP2,7,4,SINGLE_VARIANCE,lhs,plus,off,random,0.38389303,0.28364586,100200,477,,,
B+plus,WP2,7,5,SINGLE_VARIANCE,lhs,plus,off,random,0.5075816,0.05283984,100200,477,,,
B+plus,WP2,7,6,SINGLE_VARIANCE,lhs,plus,off,random,0.51705224,0.03516739,100200,477,,,
B+plus,WP2,7,7,SINGLE_VARIANCE,lhs,plus,off,random,0.50191518,0.06341352,100200,477,,,
B+plus,WP2,7,8,SINGLE_VARIANCE,lhs,plus,off,random,0.38765109,0.27663322,100200,477,,,
B+plus,WP2,7,9,SINGLE_VARIANCE,lhs,plus,off,random,0.50800051,0.05205815,100200,477,,,
B+plus,WP2,7,10,SINGLE_VARIANCE,lhs,plus,off,random,0.51176198,0.04503914,100200,477,,,
B+plus,WP2,7,11,SINGLE_VARIANCE,lhs,plus,off,random,0.50697342,0.05397472,100200,477,,,
B+plus,WP2,7,12,SINGLE_VARIANCE,lhs,plus,off,random,0.50043969,0.06616683,100200,477,,,
B+plus,WP2,7,13,SINGLE_VARIANCE,lhs,plus,off,random,0.51339658,0.04198893,100200,477,,,
B+plus,WP2,7,14,SINGLE_VARIANCE,lhs,plus,off,random,0.49915199,0.0685697,100200,477,,,
B+plus,WP2,7,15,SINGLE_VARIANCE,lhs,plus,off,random,0.51952116,0.03056032,100200,477,,,
B+plus,WP2,7,16,SINGLE_VARIANCE,lhs,plus,off,random,0.50271107,0.06192836,100200,477,,,
B+plus,WP2,7,17,SINGLE_VARIANCE,lhs,plus,off,random,0.53095437,0.00922566,100200,477,19980,,
B+plus,WP2,7,18,SINGLE_VARIANCE,lhs,plus,off,random,0.52564406,0.01913483,100200,477,,,
B+plus,WP2,7,19,SINGLE_VARIANCE,lhs,plus,off,random,0.53022108,0.01059399,100200,477,70170,,
B+plus,WP2,7,20,SINGLE_VARIANCE,lhs,plus,off,random,0.51119751,0.04609246,100200,477,,,
B+plus,WP2,7,21,SINGLE_VARIANCE,lhs,plus,off,random,0.53282812,0.00572918,100200,477,18720,,
B+plus,WP2,7,22,SINGLE_VARIANCE,lhs,plus,off,random,0.50963904,0.0490006,100200,477,,,
B+plus,WP2,7,23,SINGLE_VARIANCE,lhs,plus,off,random,0.53425529,0.00306606,100200,477,22080,,
B+plus,WP2,7,24,SINGLE_VARIANCE,lhs,plus,off,random,0.50078902,0.06551497,100200,477,,,
B+plus,WP2,10,0,SINGLE_VARIANCE,lhs,plus,off,random,0.26906001,0.36132667,100200,477,,,
B+plus,WP2,10,1,SINGLE_VARIANCE,lhs,plus,off,random,0.27214554,0.35400249,100200,477,,,
B+plus,WP2,10,2,SINGLE_VARIANCE,lhs,plus,off,random,0.38010909,0.09772715,100200,477,,,
B+plus,WP2,10,3,SINGLE_VARIANCE,lhs,plus,off,random,0.26730009,0.36550423,100200,477,,,
B+plus,WP2,10,4,SINGLE_VARIANCE,lhs,plus,off,random,0.2554432,0.39364918,100200,477,,,
B+plus,WP2,10,5,SINGLE_VARIANCE,lhs,plus,off,random,0.25838569,0.38666451,100200,477,,,
B+plus,WP2,10,6,SINGLE_VARIANCE,lhs,plus,off,random,0.37035218,0.12088734,100200,477,,,
B+plus,WP2,10,7,SINGLE_VARIANCE,lhs,plus,off,random,0.38733285,0.08057997,100200,477,,,
B+plus,WP2,10,8,SINGLE_VARIANCE,lhs,plus,off,random,0.26787257,0.36414532,100200,477,,,
B+plus,WP2,10,9,SINGLE_VARIANCE,lhs,plus,off,random,0.25433501,0.3962797,100200,477,,,
B+plus,WP2,10,10,SINGLE_VARIANCE,lhs,plus,off,random,0.30868676,0.26726382,100200,477,,,
B+plus,WP2,10,11,SINGLE_VARIANCE,lhs,plus,off,random,0.24754143,0.41240578,100200,477,,,
B+plus,WP2,10,12,SINGLE_VARIANCE,lhs,plus,off,random,0.27962403,0.33625063,100200,477,,,
B+plus,WP2,10,13,SINGLE_VARIANCE,lhs,plus,off,random,0.29232381,0.30610491,100200,477,,,
B+plus,WP2,10,14,SINGLE_VARIANCE,lhs,plus,off,random,0.25817554,0.38716335,100200,477,,,
B+plus,WP2,10,15,SINGLE_VARIANCE,lhs,plus,off,random,0.2680816,0.36364914,100200,477,,,
B+plus,WP2,10,16,SINGLE_VARIANCE,lhs,plus,off,random,0.29457851,0.30075287,100200,477,,,
B+plus,WP2,10,17,SINGLE_VARIANCE,lhs,plus,off,random,0.27235054,0.35351587,100200,477,,,
B+plus,WP2,10,18,SINGLE_VARIANCE,lhs,plus,off,random,0.39770754,0.05595336,100200,477,,,
B+plus,WP2,10,19,SINGLE_VARIANCE,lhs,plus,off,random,0.31114616,0.2614259,100200,477,,,
B+plus,WP2,10,20,SINGLE_VARIANCE,lhs,plus,off,random,0.26215922,0.37770722,100200,477,,,
B+plus,WP2,10,21,SINGLE_VARIANCE,lhs,plus,off,random,0.26445082,0.3722676,100200,477,,,
B+plus,WP2,10,22,SINGLE_VARIANCE,lhs,plus,off,random,0.25658986,0.39092733,100200,477,,,
B+plus,WP2,10,23,SINGLE_VARIANCE,lhs,plus,off,random,0.26652434,0.36734564,100200,477,,,
B+plus,WP2,10,24,SINGLE_VARIANCE,lhs,plus,off,random,0.25673698,0.39057809,100200,477,,,
B+plus,WP2,15,0,SINGLE_VARIANCE,lhs,plus,off,random,0.19149493,0.43856526,100200,477,,,
B+plus,WP2,15,1,SINGLE_VARIANCE,lhs,plus,off,random,0.18150923,0.46784187,100200,477,,,
B+plus,WP2,15,2,SINGLE_VARIANCE,lhs,plus,off,random,0.18754908,0.45013392,100200,477,,,
B+plus,WP2,15,3,SINGLE_VARIANCE,lhs,plus,off,random,0.1789263,0.47541464,100200,477,,,
B+plus,WP2,15,4,SINGLE_VARIANCE,lhs,plus,off,random,0.17775956,0.47883534,100200,477,,,
B+plus,WP2,15,5,SINGLE_VARIANCE,lhs,plus,off,random,0.17188433,0.49606065,100200,477,,,
B+plus,WP2,15,6,SINGLE_VARIANCE,lhs,plus,off,random,0.18348204,0.46205789,100200,477,,,
B+plus,WP2,15,7,SINGLE_VARIANCE,lhs,plus,off,random,0.17622874,0.48332347,100200,477,,,
B+plus,WP2,15,8,SINGLE_VARIANCE,lhs,plus,off,random,0.17584449,0.48445004,100200,477,,,
B+plus,WP2,15,9,SINGLE_VARIANCE,lhs,plus,off,random,0.17147456,0.49726204,100200,477,,,
B+plus,WP2,15,10,SINGLE_VARIANCE,lhs,plus,off,random,0.16900691,0.5044968,100200,477,,,
B+plus,WP2,15,11,SINGLE_VARIANCE,lhs,plus,off,random,0.17545137,0.48560261,100200,477,,,
B+plus,WP2,15,12,SINGLE_VARIANCE,lhs,plus,off,random,0.18079864,0.46992521,100200,477,,,
B+plus,WP2,15,13,SINGLE_VARIANCE,lhs,plus,off,random,0.18124512,0.46861619,100200,477,,,
B+plus,WP2,15,14,SINGLE_VARIANCE,lhs,plus,off,random,0.17009019,0.50132079,100200,477,,,
B+plus,WP2,15,15,SINGLE_VARIANCE,lhs,plus,off,random,0.18004911,0.47212272,100200,477,,,
B+plus,WP2,15,16,SINGLE_VARIANCE,lhs,plus,off,random,0.18064508,0.47037542,100200,477,,,
B+plus,WP2,15,17,SINGLE_VARIANCE,lhs,plus,off,random,0.16997432,0.50166051,100200,477,,,
B+plus,WP2,15,18,SINGLE_VARIANCE,lhs,plus,off,random,0.18684728,0.45219149,100200,477,,,
B+plus,WP2,15,19,SINGLE_VARIANCE,lhs,plus,off,random,0.17311914,0.49244035,100200,477,,,
B+plus,WP2,15,20,SINGLE_VARIANCE,lhs,plus,off,random,0.20843621,0.38889596,100200,477,,,
B+plus,WP2,15,21,SINGLE_VARIANCE,lhs,plus,off,random,0.17844085,0.4768379,100200,477,,,
B+plus,WP2,15,22,SINGLE_VARIANCE,lhs,plus,off,random,0.16827263,0.50664961,100200,477,,,
B+plus,WP2,15,23,SINGLE_VARIANCE,lhs,plus,off,random,0.17268202,0.49372192,100200,477,,,
B+plus,WP2,15,24,SINGLE_VARIANCE,lhs,plus,off,random,0.16853464,0.50588143,100200,477,,,
B+plus,WP2,20,0,SINGLE_VARIANCE,lhs,plus,off,random,0.1310941,0.54260722,100200,477,,,
B+plus,WP2,20,1,SINGLE_VARIANCE,lhs,plus,off,random,0.12265528,0.57205063,100200,477,,,
B+plus,WP2,20,2,SINGLE_VARIANCE,lhs,plus,off,random,0.12611506,0.55997928,100200,477,,,
B+plus,WP2,20,3,SINGLE_VARIANCE,lhs,plus,off,random,0.135449,0.52741279,100200,477,,,
B+plus,WP2,20,4,SINGLE_VARIANCE,lhs,plus,off,random,0.12933351,0.54874999,100200,477,,,
B+plus,WP2,20,5,SINGLE_VARIANCE,lhs,plus,off,random,0.14179291,0.50527863,100200,477,,,
B+plus,WP2,20,6,SINGLE_VARIANCE,lhs,plus,off,random,0.12683592,0.5574642,100200,477,,,
B+plus,WP2,20,7,SINGLE_VARIANCE,lhs,plus,off,random,0.12625646,0.55948595,100200,477,,,
B+plus,WP2,20,8,SINGLE_VARIANCE,lhs,plus,off,random,0.13587252,0.5259351,100200,477,,,
B+plus,WP2,20,9,SINGLE_VARIANCE,lhs,plus,off,random,0.12907641,0.54964702,100200,477,,,
B+plus,WP2,20,10,SINGLE_VARIANCE,lhs,plus,off,random,0.12925088,0.5490383,100200,477,,,
B+plus,WP2,20,11,SINGLE_VARIANCE,lhs,plus,off,random,0.13730785,0.52092718,100200,477,,,
B+plus,WP2,20,12,SINGLE_VARIANCE,lhs,plus,off,random,0.13468505,0.53007826,100200,477,,,
B+plus,WP2,20,13,SINGLE_VARIANCE,lhs,plus,off,random,0.13267067,0.53710651,100200,477,,,
B+plus,WP2,20,14,SINGLE_VARIANCE,lhs,plus,off,random,0.12868721,0.55100497,100200,477,,,
B+plus,WP2,20,15,SINGLE_VARIANCE,lhs,plus,off,random,0.12510247,0.56351226,100200,477,,,
B+plus,WP2,20,16,SINGLE_VARIANCE,lhs,plus,off,random,0.12513063,0.56341401,100200,477,,,
B+plus,WP2,20,17,SINGLE_VARIANCE,lhs,plus,off,random,0.13745549,0.52041207,100200,477,,,
B+plus,WP2,20,18,SINGLE_VARIANCE,lhs,plus,off,random,0.13852707,0.51667328,100200,477,,,
B+plus,WP2,20,19,SINGLE_VARIANCE,lhs,plus,off,random,0.12968597,0.54752025,100200,477,,,
B+plus,WP2,20,20,SINGLE_VARIANCE,lhs,plus,off,random,0.12812462,0.55296785,100200,477,,,
B+plus,WP2,20,21,SINGLE_VARIANCE,lhs,plus,off,random,0.12837279,0.55210198,100200,477,,,
B+plus,WP2,20,22,SINGLE_VARIANCE,lhs,plus,off,random,0.13894399,0.51521862,100200,477,,,
B+plus,WP2,20,23,SINGLE_VARIANCE,lhs,plus,off,random,0.13161354,0.54079488,100200,477,,,
B+plus,WP2,20,24,SINGLE_VARIANCE,lhs,plus,off,random,0.13393649,0.53269,100200,477,,,
B+arch_book,WP2,7,0,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.52346192,0.02320677,100200,477,,,
B+arch_book,WP2,7,1,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.52127182,0.02729354,100200,477,,,
B+arch_book,WP2,7,2,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.50248114,0.06235742,100200,477,,,
B+arch_book,WP2,7,3,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.51468215,0.03959004,100200,477,,,
B+arch_book,WP2,7,4,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.51915596,0.03124178,100200,477,,,
B+arch_book,WP2,7,5,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.50698872,0.05394616,100200,477,,,
B+arch_book,WP2,7,6,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.5172864,0.03473043,100200,477,,,
B+arch_book,WP2,7,7,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.50380164,0.05989334,100200,477,,,
B+arch_book,WP2,7,8,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.49045181,0.08480446,100200,477,,,
B+arch_book,WP2,7,9,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.52402095,0.0221636,100200,477,,,
B+arch_book,WP2,7,10,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.51180242,0.04496367,100200,477,,,
B+arch_book,WP2,7,11,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.50043833,0.06616937,100200,477,,,
B+arch_book,WP2,7,12,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.50639543,0.05505326,100200,477,,,
B+arch_book,WP2,7,13,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.50790963,0.05222772,100200,477,,,
B+arch_book,WP2,7,14,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.50833338,0.051437,100200,477,,,
B+arch_book,WP2,7,15,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.50296954,0.06144607,100200,477,,,
B+arch_book,WP2,7,16,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.50110751,0.06492066,100200,477,,,
B+arch_book,WP2,7,17,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.52070558,0.02835016,100200,477,,,
B+arch_book,WP2,7,18,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.52112662,0.02756448,100200,477,,,
B+arch_book,WP2,7,19,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.50311767,0.06116965,100200,477,,,
B+arch_book,WP2,7,20,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.50979853,0.04870298,100200,477,,,
B+arch_book,WP2,7,21,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.50723673,0.05348339,100200,477,,,
B+arch_book,WP2,7,22,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.51487983,0.03922115,100200,477,,,
B+arch_book,WP2,7,23,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.50767511,0.05266535,100200,477,,,
B+arch_book,WP2,7,24,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.49623347,0.07401575,100200,477,,,
B+arch_book,WP2,10,0,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.28484562,0.32385603,100200,477,,,
B+arch_book,WP2,10,1,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.34636022,0.17783756,100200,477,,,
B+arch_book,WP2,10,2,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.37669875,0.10582236,100200,477,,,
B+arch_book,WP2,10,3,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.38682456,0.08178651,100200,477,,,
B+arch_book,WP2,10,4,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.35976971,0.14600717,100200,477,,,
B+arch_book,WP2,10,5,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.3438582,0.18377665,100200,477,,,
B+arch_book,WP2,10,6,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.35379266,0.16019503,100200,477,,,
B+arch_book,WP2,10,7,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.3707111,0.12003536,100200,477,,,
B+arch_book,WP2,10,8,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.34225169,0.18759006,100200,477,,,
B+arch_book,WP2,10,9,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.38109084,0.09539677,100200,477,,,
B+arch_book,WP2,10,10,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.36493102,0.13375565,100200,477,,,
B+arch_book,WP2,10,11,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.38582101,0.08416867,100200,477,,,
B+arch_book,WP2,10,12,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.37052891,0.12046783,100200,477,,,
B+arch_book,WP2,10,13,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.38206742,0.09307864,100200,477,,,
