treatment,wp,n_circles,seed,strategy,init,selection_scheme,repair,final_best,final_gap,total_evals,total_generations,evals_to_1e-02,evals_to_1e-03,evals_to_1e-05
baseline,WP1,10,1,SINGLE_VARIANCE,lhs,comma,random,0.34636016,0.17783769,100200,477,,,
baseline,WP1,10,2,SINGLE_VARIANCE,lhs,comma,random,0.37669875,0.10582236,100200,477,,,
baseline,WP1,10,3,SINGLE_VARIANCE,lhs,comma,random,0.38682456,0.08178651,100200,477,,,
baseline,WP1,10,4,SINGLE_VARIANCE,lhs,comma,random,0.35976971,0.14600717,100200,477,,,
baseline,WP1,10,5,SINGLE_VARIANCE,lhs,comma,random,0.34385817,0.18377673,100200,477,,,
baseline,WP1,10,6,SINGLE_VARIANCE,lhs,comma,random,0.35379266,0.16019503,100200,477,,,
baseline,WP1,10,7,SINGLE_VARIANCE,lhs,comma,random,0.37071109,0.12003539,100200,477,,,
baseline,WP1,10,8,SINGLE_VARIANCE,lhs,comma,random,0.34225169,0.18759006,100200,477,,,
baseline,WP1,10,9,SINGLE_VARIANCE,lhs,comma,random,0.38109084,0.09539677,100200,477,,,
baseline,WP1,10,10,SINGLE_VARIANCE,lhs,comma,random,0.36493101,0.13375569,100200,477,,,
baseline,WP1,10,11,SINGLE_VARIANCE,lhs,comma,random,0.38582101,0.08416867,100200,477,,,
baseline,WP1,10,12,SINGLE_VARIANCE,lhs,comma,random,0.37052891,0.12046783,100200,477,,,
baseline,WP1,10,13,SINGLE_VARIANCE,lhs,comma,random,0.38206742,0.09307864,100200,477,,,
baseline,WP1,10,14,SINGLE_VARIANCE,lhs,comma,random,0.36186588,0.14103145,100200,477,,,
baseline,WP1,10,15,SINGLE_VARIANCE,lhs,comma,random,0.18668308,0.5568665,100200,477,,,
baseline,WP1,10,16,SINGLE_VARIANCE,lhs,comma,random,0.37838561,0.10181822,100200,477,,,
baseline,WP1,10,17,SINGLE_VARIANCE,lhs,comma,random,0.19374446,0.54010476,100200,477,,,
baseline,WP1,10,18,SINGLE_VARIANCE,lhs,comma,random,0.36521931,0.13307135,100200,477,,,
baseline,WP1,10,19,SINGLE_VARIANCE,lhs,comma,random,0.38951111,0.0754094,100200,477,,,
baseline,WP1,10,20,SINGLE_VARIANCE,lhs,comma,random,0.36333899,0.1375347,100200,477,,,
baseline,WP1,10,21,SINGLE_VARIANCE,lhs,comma,random,0.3838345,0.08888408,100200,477,,,
baseline,WP1,10,22,SINGLE_VARIANCE,lhs,comma,random,0.36493563,0.13374472,100200,477,,,
baseline,WP1,10,23,SINGLE_VARIANCE,lhs,comma,random,0.36080724,0.14354436,100200,477,,,
baseline,WP1,10,24,SINGLE_VARIANCE,lhs,comma,random,0.33896358,0.19539511,100200,477,,,
baseline,WP1,15,0,SINGLE_VARIANCE,lhs,comma,random,0.15763232,0.53784542,100200,477,,,
baseline,WP1,15,1,SINGLE_VARIANCE,lhs,comma,random,0.13423631,0.60643905,100200,477,,,
baseline,WP1,15,2,SINGLE_VARIANCE,lhs,comma,random,0.12445872,0.6351055,100200,477,,,
baseline,WP1,15,3,SINGLE_VARIANCE,lhs,comma,random,0.26960898,0.20954648,100200,477,,,
baseline,WP1,15,4,SINGLE_VARIANCE,lhs,comma,random,0.13360642,0.6082858,100200,477,,,
baseline,WP1,15,5,SINGLE_VARIANCE,lhs,comma,random,0.22595246,0.3375409,100200,477,,,
baseline,WP1,15,6,SINGLE_VARIANCE,lhs,comma,random,0.26888497,0.21166915,100200,477,,,
baseline,WP1,15,7,SINGLE_VARIANCE,lhs,comma,random,0.1099413,0.67766843,100200,477,,,
baseline,WP1,15,8,SINGLE_VARIANCE,lhs,comma,random,0.25664397,0.24755796,100200,477,,,
baseline,WP1,15,9,SINGLE_VARIANCE,lhs,comma,random,0.13393853,0.60731211,100200,477,,,
baseline,WP1,15,10,SINGLE_VARIANCE,lhs,comma,random,0.12214837,0.64187911,100200,477,,,
baseline,WP1,15,11,SINGLE_VARIANCE,lhs,comma,random,0.26182743,0.23236082,100200,477,,,
baseline,WP1,15,12,SINGLE_VARIANCE,lhs,comma,random,0.1226486,0.6404125,100200,477,,,
baseline,WP1,15,13,SINGLE_VARIANCE,lhs,comma,random,0.13924099,0.59176606,100200,477,,,
baseline,WP1,15,14,SINGLE_VARIANCE,lhs,comma,random,0.13008253,0.61861733,100200,477,,,
baseline,WP1,15,15,SINGLE_VARIANCE,lhs,comma,random,0.12917571,0.62127598,100200,477,,,
baseline,WP1,15,16,SINGLE_VARIANCE,lhs,comma,random,0.25319488,0.25767018,100200,477,,,
baseline,WP1,15,17,SINGLE_VARIANCE,lhs,comma,random,0.28732792,0.15759717,100200,477,,,
baseline,WP1,15,18,SINGLE_VARIANCE,lhs,comma,random,0.12020796,0.6475681,100200,477,,,
baseline,WP1,15,19,SINGLE_VARIANCE,lhs,comma,random,0.12445126,0.63512738,100200,477,,,
baseline,WP1,15,20,SINGLE_VARIANCE,lhs,comma,random,0.1200628,0.64799367,100200,477,,,
baseline,WP1,15,21,SINGLE_VARIANCE,lhs,comma,random,0.12706146,0.62747466,100200,477,,,
baseline,WP1,15,22,SINGLE_VARIANCE,lhs,comma,random,0.11836371,0.65297517,100200,477,,,
baseline,WP1,15,23,SINGLE_VARIANCE,lhs,comma,random,0.10880545,0.68099856,100200,477,,,
baseline,WP1,15,24,SINGLE_VARIANCE,lhs,comma,random,0.11681662,0.657511,100200,477,,,
baseline,WP1,20,0,SINGLE_VARIANCE,lhs,comma,random,0.10832512,0.62204916,100200,477,,,
baseline,WP1,20,1,SINGLE_VARIANCE,lhs,comma,random,0.09052691,0.68414785,100200,477,,,
baseline,WP1,20,2,SINGLE_VARIANCE,lhs,comma,random,0.10270822,0.64164673,100200,477,,,
baseline,WP1,20,3,SINGLE_VARIANCE,lhs,comma,random,0.09554944,0.66662401,100200,477,,,
baseline,WP1,20,4,SINGLE_VARIANCE,lhs,comma,random,0.10161189,0.64547187,100200,477,,,
baseline,WP1,20,5,SINGLE_VARIANCE,lhs,comma,random,0.09723169,0.66075459,100200,477,,,
baseline,WP1,20,6,SINGLE_VARIANCE,lhs,comma,random,0.09178534,0.67975713,100200,477,,,
baseline,WP1,20,7,SINGLE_VARIANCE,lhs,comma,random,0.14899417,0.48015314,100200,477,,,
baseline,WP1,20,8,SINGLE_VARIANCE,lhs,comma,random,0.1056125,0.63151358,100200,477,,,
baseline,WP1,20,9,SINGLE_VARIANCE,lhs,comma,random,0.1183782,0.58697352,100200,477,,,
baseline,WP1,20,10,SINGLE_VARIANCE,lhs,comma,random,0.1081551,0.62264233,100200,477,,,
baseline,WP1,20,11,SINGLE_VARIANCE,lhs,comma,random,0.10468306,0.63475644,100200,477,,,
baseline,WP1,20,12,SINGLE_VARIANCE,lhs,comma,random,0.21254019,0.25843843,100200,477,,,
baseline,WP1,20,13,SINGLE_VARIANCE,lhs,comma,random,0.09527143,0.667594,100200,477,,,
baseline,WP1,20,14,SINGLE_VARIANCE,lhs,comma,random,0.10262361,0.64194195,100200,477,,,
baseline,WP1,20,15,SINGLE_VARIANCE,lhs,comma,random,0.0911133,0.68210192,100200,477,,,
baseline,WP1,20,16,SINGLE_VARIANCE,lhs,comma,random,0.0892808,0.68849557,100200,477,,,
baseline,WP1,20,17,SINGLE_VARIANCE,lhs,comma,random,0.10828504,0.62218899,100200,477,,,
baseline,WP1,20,18,SINGLE_VARIANCE,lhs,comma,random,0.1207543,0.57868323,100200,477,,,
baseline,WP1,20,19,SINGLE_VARIANCE,lhs,comma,random,0.08276896,0.71121566,100200,477,,,
baseline,WP1,20,20,SINGLE_VARIANCE,lhs,comma,random,0.08737508,0.69514469,100200,477,,,
baseline,WP1,20,21,SINGLE_VARIANCE,lhs,comma,random,0.10446979,0.63550053,100200,477,,,
baseline,WP1,20,22,SINGLE_VARIANCE,lhs,comma,random,0.09805365,0.65788674,100200,477,,,
baseline,WP1,20,23,SINGLE_VARIANCE,lhs,comma,random,0.2021395,0.29472685,100200,477,,,
baseline,WP1,20,24,SINGLE_VARIANCE,lhs,comma,random,0.1057729,0.63095396,100200,477,,,
B-no_lhs,WP1,7,0,SINGLE_VARIANCE,uniform,comma,random,0.50834024,0.0514242,100200,477,,,
B-no_lhs,WP1,7,1,SINGLE_VARIANCE,uniform,comma,random,0.50125408,0.06464715,100200,477,,,
B-no_lhs,WP1,7,2,SINGLE_VARIANCE,uniform,comma,random,0.50012583,0.06675249,100200,477,,,
B-no_lhs,WP1,7,3,SINGLE_VARIANCE,uniform,comma,random,0.50361945,0.06023331,100200,477,,,
B-no_lhs,WP1,7,4,SINGLE_VARIANCE,uniform,comma,random,0.51153835,0.04545645,100200,477,,,
B-no_lhs,WP1,7,5,SINGLE_VARIANCE,uniform,comma,random,0.4996038,0.06772662,100200,477,,,
B-no_lhs,WP1,7,6,SINGLE_VARIANCE,uniform,comma,random,0.50767069,0.05267359,100200,477,,,
B-no_lhs,WP1,7,7,SINGLE_VARIANCE,uniform,comma,random,0.50751272,0.05296837,100200,477,,,
B-no_lhs,WP1,7,8,SINGLE_VARIANCE,uniform,comma,random,0.50357189,0.06032206,100200,477,,,
B-no_lhs,WP1,7,9,SINGLE_VARIANCE,uniform,comma,random,0.51807013,0.03326797,100200,477,,,
B-no_lhs,WP1,7,10,SINGLE_VARIANCE,uniform,comma,random,0.50351743,0.06042369,100200,477,,,
B-no_lhs,WP1,7,11,SINGLE_VARIANCE,uniform,comma,random,0.52000961,0.02964885,100200,477,,,
B-no_lhs,WP1,7,12,SINGLE_VARIANCE,uniform,comma,random,0.5065346,0.05479357,100200,477,,,
B-no_lhs,WP1,7,13,SINGLE_VARIANCE,uniform,comma,random,0.5008517,0.06539801,100200,477,,,
B-no_lhs,WP1,7,14,SINGLE_VARIANCE,uniform,comma,random,0.53081152,0.00949223,100200,477,14940,,
B-no_lhs,WP1,7,15,SINGLE_VARIANCE,uniform,comma,random,0.50542516,0.05686382,100200,477,,,
B-no_lhs,WP1,7,16,SINGLE_VARIANCE,uniform,comma,random,0.5035728,0.06032037,100200,477,,,
B-no_lhs,WP1,7,17,SINGLE_VARIANCE,uniform,comma,random,0.50905086,0.05009817,100200,477,,,
B-no_lhs,WP1,7,18,SINGLE_VARIANCE,uniform,comma,random,0.50303625,0.06132158,100200,477,,,
B-no_lhs,WP1,7,19,SINGLE_VARIANCE,uniform,comma,random,0.52696702,0.01666616,100200,477,15360,,
B-no_lhs,WP1,7,20,SINGLE_VARIANCE,uniform,comma,random,0.51499703,0.03900247,100200,477,,,
B-no_lhs,WP1,7,21,SINGLE_VARIANCE,uniform,comma,random,0.52657993,0.01738847,100200,477,18090,,
B-no_lhs,WP1,7,22,SINGLE_VARIANCE,uniform,comma,random,0.52666503,0.01722968,100200,477,19350,,
B-no_lhs,WP1,7,23,SINGLE_VARIANCE,uniform,comma,random,0.50213792,0.06299788,100200,477,,,
B-no_lhs,WP1,7,24,SINGLE_VARIANCE,uniform,comma,random,0.5058402,0.05608934,100200,477,,,
B-no_lhs,WP1,10,0,SINGLE_VARIANCE,uniform,comma,random,0.34492334,0.18124831,100200,477,,,
B-no_lhs,WP1,10,1,SINGLE_VARIANCE,uniform,comma,random,0.33383733,0.2075634,100200,477,,,
B-no_lhs,WP1,10,2,SINGLE_VARIANCE,uniform,comma,random,0.35867446,0.14860699,100200,477,,,
B-no_lhs,WP1,10,3,SINGLE_VARIANCE,uniform,comma,random,0.19923437,0.52707324,100200,477,,,
B-no_lhs,WP1,10,4,SINGLE_VARIANCE,uniform,comma,random,0.37845039,0.10166444,100200,477,,,
B-no_lhs,WP1,10,5,SINGLE_VARIANCE,uniform,comma,random,0.38968284,0.07500175,100200,477,,,
B-no_lhs,WP1,10,6,SINGLE_VARIANCE,uniform,comma,random,0.37535536,0.10901119,100200,477,,,
B-no_lhs,WP1,10,7,SINGLE_VARIANCE,uniform,comma,random,0.3353745,0.20391459,100200,477,,,
B-no_lhs,WP1,10,8,SINGLE_VARIANCE,uniform,comma,random,0.1692841,0.59816682,100200,477,,,
B-no_lhs,WP1,10,9,SINGLE_VARIANCE,uniform,comma,random,0.3496381,0.17005678,100200,477,,,
B-no_lhs,WP1,10,10,SINGLE_VARIANCE,uniform,comma,random,0.19536687,0.5362536,100200,477,,,
B-no_lhs,WP1,10,11,SINGLE_VARIANCE,uniform,comma,random,0.36624238,0.13064286,100200,477,,,
B-no_lhs,WP1,10,12,SINGLE_VARIANCE,uniform,comma,random,0.36743936,0.12780157,100200,477,,,
B-no_lhs,WP1,10,13,SINGLE_VARIANCE,uniform,comma,random,0.16736385,0.60272496,100200,477,,,
B-no_lhs,WP1,10,14,SINGLE_VARIANCE,uniform,comma,random,0.36593011,0.13138409,100200,477,,,
B-no_lhs,WP1,10,15,SINGLE_VARIANCE,uniform,comma,random,0.34156917,0.18921016,100200,477,,,
B-no_lhs,WP1,10,16,SINGLE_VARIANCE,uniform,comma,random,0.36260426,0.13927873,100200,477,,,
B-no_lhs,WP1,10,17,SINGLE_VARIANCE,uniform,comma,random,0.35207033,0.16428335,100200,477,,,
B-no_lhs,WP1,10,18,SINGLE_VARIANCE,uniform,comma,random,0.34833955,0.17313918,100200,477,,,
B-no_lhs,WP1,10,19,SINGLE_VARIANCE,uniform,comma,random,0.35284545,0.16244344,100200,477,,,
B-no_lhs,WP1,10,20,SINGLE_VARIANCE,uniform,comma,random,0.37815386,0.10236832,100200,477,,,
B-no_lhs,WP1,10,21,SINGLE_VARIANCE,uniform,comma,random,0.38921652,0.07610867,100200,477,,,
B-no_lhs,WP1,10,22,SINGLE_VARIANCE,uniform,comma,random,0.35934095,0.14702493,100200,477,,,
B-no_lhs,WP1,10,23,SINGLE_VARIANCE,uniform,comma,random,0.34761703,0.17485423,100200,477,,,
B-no_lhs,WP1,10,24,SINGLE_VARIANCE,uniform,comma,random,0.34263896,0.18667079,100200,477,,,
B-no_lhs,WP1,15,0,SINGLE_VARIANCE,uniform,comma,random,0.11902735,0.65102946,100200,477,,,
B-no_lhs,WP1,15,1,SINGLE_VARIANCE,uniform,comma,random,0.13136582,0.61485491,100200,477,,,
B-no_lhs,WP1,15,2,SINGLE_VARIANCE,uniform,comma,random,0.12749866,0.62619284,100200,477,,,
B-no_lhs,WP1,15,3,SINGLE_VARIANCE,uniform,comma,random,0.26893495,0.21152264,100200,477,,,
B-no_lhs,WP1,15,4,SINGLE_VARIANCE,uniform,comma,random,0.25322022,0.25759587,100200,477,,,
B-no_lhs,WP1,15,5,SINGLE_VARIANCE,uniform,comma,random,0.13167933,0.61393574,100200,477,,,
B-no_lhs,WP1,15,6,SINGLE_VARIANCE,uniform,comma,random,0.13816036,0.59493433,100200,477,,,
B-no_lhs,WP1,15,7,SINGLE_VARIANCE,uniform,comma,random,0.13339944,0.60889263,100200,477,,,
B-no_lhs,WP1,15,8,SINGLE_VARIANCE,uniform,comma,random,0.13983832,0.59001479,100200,477,,,
B-no_lhs,WP1,15,9,SINGLE_VARIANCE,uniform,comma,random,0.12331381,0.63846221,100200,477,,,
B-no_lhs,WP1,15,10,SINGLE_VARIANCE,uniform,comma,random,0.12739879,0.62648565,100200,477,,,
B-no_lhs,WP1,15,11,SINGLE_VARIANCE,uniform,comma,random,0.16325405,0.52136336,100200,477,,,
B-no_lhs,WP1,15,12,SINGLE_VARIANCE,uniform,comma,random,0.27906385,0.18182619,100200,477,,,
B-no_lhs,WP1,15,13,SINGLE_VARIANCE,uniform,comma,random,0.25472949,0.25317093,100200,477,,,
B-no_lhs,WP1,15,14,SINGLE_VARIANCE,uniform,comma,random,0.13000974,0.61883072,100200,477,,,
B-no_lhs,WP1,15,15,SINGLE_VARIANCE,uniform,comma,random,0.2541683,0.25481625,100200,477,,,
B-no_lhs,WP1,15,16,SINGLE_VARIANCE,uniform,comma,random,0.13019459,0.61828877,100200,477,,,
B-no_lhs,WP1,15,17,SINGLE_VARIANCE,uniform,comma,random,0.2532146,0.25761235,100200,477,,,
B-no_lhs,WP1,15,18,SINGLE_VARIANCE,uniform,comma,random,0.12117436,0.64473475,100200,477,,,
B-no_lhs,WP1,15,19,SINGLE_VARIANCE,uniform,comma,random,0.13937331,0.59137813,100200,477,,,
B-no_lhs,WP1,15,20,SINGLE_VARIANCE,uniform,comma,random,0.28108032,0.17591421,100200,477,,,
B-no_lhs,WP1,15,21,SINGLE_VARIANCE,uniform,comma,random,0.13525287,0.60345866,100200,477,,,
B-no_lhs,WP1,15,22,SINGLE_VARIANCE,uniform,comma,random,0.13221244,0.61237273,100200,477,,,
B-no_lhs,WP1,15,23,SINGLE_VARIANCE,uniform,comma,random,0.12401038,0.63641997,100200,477,,,
B-no_lhs,WP1,15,24,SINGLE_VARIANCE,uniform,comma,random,0.25123611,0.26341299,100200,477,,,
B-no_lhs,WP1,20,0,SINGLE_VARIANCE,uniform,comma,random,0.08870406,0.69050783,100200,477,,,
B-no_lhs,WP1,20,1,SINGLE_VARIANCE,uniform,comma,random,0.08779461,0.69368095,100200,477,,,
B-no_lhs,WP1,20,2,SINGLE_VARIANCE,uniform,comma,random,0.09667476,0.66269773,100200,477,,,
B-no_lhs,WP1,20,3,SINGLE_VARIANCE,uniform,comma,random,0.10354758,0.63871817,100200,477,,,
B-no_lhs,WP1,20,4,SINGLE_VARIANCE,uniform,comma,random,0.09564196,0.6663012,100200,477,,,
B-no_lhs,WP1,20,5,SINGLE_VARIANCE,uniform,comma,random,0.0872239,0.69567216,100200,477,,,
B-no_lhs,WP1,20,6,SINGLE_VARIANCE,uniform,comma,random,0.10416821,0.63655279,100200,477,,,
B-no_lhs,WP1,20,7,SINGLE_VARIANCE,uniform,comma,random,0.09776661,0.65888823,100200,477,,,
B-no_lhs,WP1,20,8,SINGLE_VARIANCE,uniform,comma,random,0.1050354,0.63352712,100200,477,,,
B-no_lhs,WP1,20,9,SINGLE_VARIANCE,uniform,comma,random,0.09647292,0.66340195,100200,477,,,
B-no_lhs,WP1,20,10,SINGLE_VARIANCE,uniform,comma,random,0.08461356,0.70477977,100200,477,,,
B-no_lhs,WP1,20,11,SINGLE_VARIANCE,uniform,comma,random,0.09451435,0.67023548,100200,477,,,
B-no_lhs,WP1,20,12,SINGLE_VARIANCE,uniform,comma,random,0.09383269,0.67261383,100200,477,,,
B-no_lhs,WP1,20,13,SINGLE_VARIANCE,uniform,comma,random,0.20904398,0.27063684,100200,477,,,
B-no_lhs,WP1,20,14,SINGLE_VARIANCE,uniform,comma,random,0.08624458,0.69908908,100200,477,,,
B-no_lhs,WP1,20,15,SINGLE_VARIANCE,uniform,comma,random,0.10977855,0.61697805,100200,477,,,
B-no_lhs,WP1,20,16,SINGLE_VARIANCE,uniform,comma,random,0.22112058,0.22850109,100200,477,,,
B-no_lhs,WP1,20,17,SINGLE_VARIANCE,uniform,comma,random,0.10237498,0.64280942,100200,477,,,
B-no_lhs,WP1,20,18,SINGLE_VARIANCE,uniform,comma,random,0.10604814,0.62999361,100200,477,,,
B-no_lhs,WP1,20,19,SINGLE_VARIANCE,uniform,comma,random,0.2172158,0.24212501,100200,477,,,
B-no_lhs,WP1,20,20,SINGLE_VARIANCE,uniform,comma,random,0.09884535,0.65512445,100200,477,,,
B-no_lhs,WP1,20,21,SINGLE_VARIANCE,uniform,comma,random,0.08529764,0.70239298,100200,477,,,
B-no_lhs,WP1,20,22,SINGLE_VARIANCE,uniform,comma,random,0.09138745,0.68114537,100200,477,,,
B-no_lhs,WP1,20,23,SINGLE_VARIANCE,uniform,comma,random,0.09306957,0.6752764,100200,477,,,
B-no_lhs,WP1,20,24,SINGLE_VARIANCE,uniform,comma,random,0.09885453,0.65509241,100200,477,,,
B-repair_clip,WP3,7,0,SINGLE_VARIANCE,lhs,comma,clip,0.51715452,0.03497652,100200,477,,,
B-repair_clip,WP3,7,1,SINGLE_VARIANCE,lhs,comma,clip,0.53097347,0.00919002,100200,477,9900,,
B-repair_clip,WP3,7,2,SINGLE_VARIANCE,lhs,comma,clip,0.53535012,0.00102307,100200,477,6330,11370,
B-repair_clip,WP3,7,3,SINGLE_VARIANCE,lhs,comma,clip,0.51728268,0.03473738,100200,477,,,
B-repair_clip,WP3,7,4,SINGLE_VARIANCE,lhs,comma,clip,0.51933841,0.03090134,100200,477,,,
B-repair_clip,WP3,7,5,SINGLE_VARIANCE,lhs,comma,clip,0.52616394,0.01816471,100200,477,15570,,
B-repair_clip,WP3,7,6,SINGLE_VARIANCE,lhs,comma,clip,0.53368427,0.00413159,100200,477,8010,,
B-repair_clip,WP3,7,7,SINGLE_VARIANCE,lhs,comma,clip,0.511844,0.04488609,100200,477,,,
B-repair_clip,WP3,7,8,SINGLE_VARIANCE,lhs,comma,clip,0.50017466,0.06666138,100200,477,,,
B-repair_clip,WP3,7,9,SINGLE_VARIANCE,lhs,comma,clip,0.5084562,0.05120782,100200,477,,,
B-repair_clip,WP3,7,10,SINGLE_VARIANCE,lhs,comma,clip,0.52321637,0.02366497,100200,477,,,
B-repair_clip,WP3,7,11,SINGLE_VARIANCE,lhs,comma,clip,0.50212129,0.06302891,100200,477,,,
B-repair_clip,WP3,7,12,SINGLE_VARIANCE,lhs,comma,clip,0.52264723,0.024727,100200,477,,,
B-repair_clip,WP3,7,13,SINGLE_VARIANCE,lhs,comma,clip,0.52995233,0.01109548,100200,477,21030,,
B-repair_clip,WP3,7,14,SINGLE_VARIANCE,lhs,comma,clip,0.50141097,0.0643544,100200,477,,,
B-repair_clip,WP3,7,15,SINGLE_VARIANCE,lhs,comma,clip,0.51416688,0.04055154,100200,477,,,
B-repair_clip,WP3,7,16,SINGLE_VARIANCE,lhs,comma,clip,0.52239344,0.02520057,100200,477,,,
B-repair_clip,WP3,7,17,SINGLE_VARIANCE,lhs,comma,clip,0.51505693,0.03889069,100200,477,,,
B-repair_clip,WP3,7,18,SINGLE_VARIANCE,lhs,comma,clip,0.52055329,0.02863435,100200,477,,,
B-repair_clip,WP3,7,19,SINGLE_VARIANCE,lhs,comma,clip,0.52749845,0.01567448,100200,477,12000,,
B-repair_clip,WP3,7,20,SINGLE_VARIANCE,lhs,comma,clip,0.52585342,0.01874416,100200,477,,,
B-repair_clip,WP3,7,21,SINGLE_VARIANCE,lhs,comma,clip,0.52827974,0.01421659,100200,477,11790,,
B-repair_clip,WP3,7,22,SINGLE_VARIANCE,lhs,comma,clip,0.52258781,0.02483786,100200,477,,,
B-repair_clip,WP3,7,23,SINGLE_VARIANCE,lhs,comma,clip,0.51377134,0.04128963,100200,477,,,
B-repair_clip,WP3,7,24,SINGLE_VARIANCE,lhs,comma,clip,0.51277293,0.04315269,100200,477,,,
B-repair_clip,WP3,10,0,SINGLE_VARIANCE,lhs,comma,clip,0.3813874,0.0946928,100200,477,,,
B-repair_clip,WP3,10,1,SINGLE_VARIANCE,lhs,comma,clip,0.40163115,0.04663979,100200,477,,,
B-repair_clip,WP3,10,2,SINGLE_VARIANCE,lhs,comma,clip,0.3972036,0.05714957,100200,477,,,
B-repair_clip,WP3,10,3,SINGLE_VARIANCE,lhs,comma,clip,0.39484372,0.06275127,100200,477,,,
B-repair_clip,WP3,10,4,SINGLE_VARIANCE,lhs,comma,clip,0.40571823,0.03693821,100200,477,,,
B-repair_clip,WP3,10,5,SINGLE_VARIANCE,lhs,comma,clip,0.39958074,0.05150691,100200,477,,,
B-repair_clip,WP3,10,6,SINGLE_VARIANCE,lhs,comma,clip,0.38846162,0.0779006,100200,477,,,
B-repair_clip,WP3,10,7,SINGLE_VARIANCE,lhs,comma,clip,0.40665755,0.03470854,100200,477,,,
B-repair_clip,WP3,10,8,SINGLE_VARIANCE,lhs,comma,clip,0.41457591,0.01591256,100200,477,15360,,
B-repair_clip,WP3,10,9,SINGLE_VARIANCE,lhs,comma,clip,0.39529953,0.06166929,100200,477,,,
B-repair_clip,WP3,10,10,SINGLE_VARIANCE,lhs,comma,clip,0.33536731,0.20393166,100200,477,,,
B-repair_clip,WP3,10,11,SINGLE_VARIANCE,lhs,comma,clip,0.36206057,0.14056931,100200,477,,,
B-repair_clip,WP3,10,12,SINGLE_VARIANCE,lhs,comma,clip,0.39674183,0.05824569,100200,477,,,
B-repair_clip,WP3,10,13,SINGLE_VARIANCE,lhs,comma,clip,0.40471816,0.0393121,100200,477,,,
B-repair_clip,WP3,10,14,SINGLE_VARIANCE,lhs,comma,clip,0.39149006,0.07071191,100200,477,,,
B-repair_clip,WP3,10,15,SINGLE_VARIANCE,lhs,comma,clip,0.35851324,0.14898967,100200,477,,,
B-repair_clip,WP3,10,16,SINGLE_VARIANCE,lhs,comma,clip,0.39239981,0.06855243,100200,477,,,
B-repair_clip,WP3,10,17,SINGLE_VARIANCE,lhs,comma,clip,0.38652917,0.08248768,100200,477,,,
B-repair_clip,WP3,10,18,SINGLE_VARIANCE,lhs,comma,clip,0.38834464,0.07817827,100200,477,,,
